id,variacao_nome,exercicio,cloudinary_atual,status,arquivo_gif,score,observacao
1769,Elevação Frontal Com Cabo Duplo No Cross,Elevação Frontal,,MATCH,OMBROS/elevação frontal com cabo duplo no cross.gif,1.0000,
1770,Elevação Frontal Com Halteres Sentado,Elevação Frontal,,MATCH,OMBROS/Elevação frontal com halteres sentado.gif,1.0000,
1771,Levantamento Frontal Alternado Com Haltere Sentado,Elevação Frontal,,MATCH,OMBROS/Levantamento frontal alternado com haltere sentado.gif,1.0000,
1772,Elevação Frontal Com Barra Girando,Elevação Frontal,,MATCH,OMBROS/Elevação frontal com barra girando.gif,1.0000,
1773,Elevação Frontal Com Barra W Inclinada,Elevação Frontal,,MATCH,OMBROS/Elevação frontal com barra w inclinada.gif,1.0000,
1774,Levantamento Frontal De Cabo Com Dois Braços,Elevação Frontal,,MATCH,OMBROS/Levantamento frontal de cabo com dois braços.gif,1.0000,
1775,Elevação Frontal Com Halteres,Elevação Frontal,,MATCH,OMBROS/Elevação frontal com halteres.gif,1.0000,
1776,Elevação Frontal Alternada Com Halteres,Elevação Frontal,,MATCH,OMBROS/Elevação Frontal Alternada Com Halteres.gif,1.0000,
1777,Elevação Frontal Com Dois Braços Com Halteres,Elevação Frontal,,MATCH,OMBROS/Elevação frontal com dois braços com halteres.gif,1.0000,
1778,Levantamento Frontal Unilateral Com Cabo,Elevação Frontal,,MATCH,OMBROS/Levantamento frontal unilateral com cabo.gif,1.0000,
1779,Levantamento Frontal Com Barra,Elevação Frontal,,MATCH,OMBROS/Levantamento frontal com barra.gif,1.0000,
1780,Corrida Na Bicicleta Ergométrica,Corrida,,MATCH,CARDIO ACADEMIA/Corrida na Bicicleta Ergométrica.gif,1.0000,
1781,Elevação Pélvica Na Máquina,Elevação Pélvica,,MATCH,GLÚTEOS/Elevação Pélvica Na Máquina.gif,1.0000,
1782,Elevação Pélvica Com Banda De Resistência,Elevação Pélvica,,MATCH,GLÚTEOS/Elevação Pélvica com Banda de Resistência.gif,1.0000,
1783,Abdução De Quadril Com Ponte,Elevação Pélvica,,MATCH,GLÚTEOS/Abdução de Quadril com Ponte.gif,1.0000,
1784,Ponte Com Halteres,Elevação Pélvica,,MATCH,GLÚTEOS/Ponte com Halteres.gif,1.0000,
1785,Elevação Pélvica Na Máquina De Extensão De Pernas,Elevação Pélvica,,MATCH,GLÚTEOS/Elevação Pélvica na Máquina de Extensão de Pernas.gif,1.0000,
1786,Elevação Pélvica Com Barra Declinado,Elevação Pélvica,,MATCH,GLÚTEOS/Elevação Pélvica Com Barra Declinado.gif,1.0000,
1787,Elevação Pélvica Com Barra,Elevação Pélvica,,MATCH,GLÚTEOS/Elevação Pélvica Com Barra.gif,1.0000,
1788,Elevação Pélvica Unilateral Com Barra,Elevação Pélvica,,MATCH,GLÚTEOS/Elevação Pélvica Unilateral Com Barra.gif,1.0000,
1789,Elevação Pélvica Na Máquina Smith,Elevação Pélvica,,MATCH,GLÚTEOS/Elevação Pélvica na Máquina Smith.gif,1.0000,
1790,Torção Sentada Com Faixa De Resistência,Torção,,MATCH,GIFS ABDOMINAIS/Torção Sentada com Faixa de Resistência.gif,1.0000,
1791,Torção Com Tronco Inclinado,Torção,,MATCH,GIFS ABDOMINAIS/Torção com Tronco Inclinado.gif,1.0000,
1792,Torção Com Faixa Elástica De Resistência,Torção,,MATCH,GIFS ABDOMINAIS/Torção com Faixa Elástica de Resistência.gif,1.0000,
1793,Torção Com Cabo Sentado,Torção,,MATCH,GIFS ABDOMINAIS/Torção com Cabo Sentado.gif,1.0000,
1794,Torção Deitada Com Peso,Torção,,MATCH,GIFS ABDOMINAIS/Torção deitada com Peso.gif,1.0000,
1795,Rolamento Com Barra Em Pé,Alongamento,,MATCH,GIFS ABDOMINAIS/Rolamento com barra em pé.gif,1.0000,
1796,Torção Com Barra Sentado,Torção,,MATCH,GIFS ABDOMINAIS/Torção com Barra Sentado.gif,1.0000,
1797,Torção Em Pé Com Cabo,Torção,,MATCH,GIFS ABDOMINAIS/Torção em Pé com Cabo.gif,1.0000,
1798,Torção Russa,Torção,,MATCH,GIFS ABDOMINAIS/Torção russa.gif,1.0000,
1799,Máquina De Torção Sentada,Torção,,MATCH,GIFS ABDOMINAIS/Máquina de Torção Sentada.gif,1.0000,
1800,Torção De Alto Para Baixo Com Cabo Em Pé,Torção,,MATCH,GIFS ABDOMINAIS/Torção de Alto para Baixo com Cabo em Pé.gif,1.0000,
1801,Toque Nos Dedos Dos Pés Com Giro De Caranguejo,Torção,,MATCH,GIFS ABDOMINAIS/Toque nos Dedos dos Pés com Giro de Caranguejo.gif,1.0000,
1802,Rolamento Com Barra,Alongamento,,MATCH,GIFS ABDOMINAIS/Rolamento com barra.gif,1.0000,
1803,Giro Sentado Com Cruzamento De Braços No Cabo,Torção,,MATCH,GIFS ABDOMINAIS/Giro Sentado com Cruzamento de Braços no Cabo.gif,1.0000,
1804,Meio Giro,Torção,,MATCH,GIFS ABDOMINAIS/Meio Giro.gif,1.0000,
1805,Giro Com Barra Na Máquina Landmine,Torção,,MATCH,GIFS ABDOMINAIS/Giro com Barra na Máquina Landmine.gif,1.0000,
1806,Arremesso Com Torção Russa Da Bola Com Parceiro,Torção,,MATCH,GIFS ABDOMINAIS/Arremesso com Torção Russa da Bola com Parceiro.gif,1.0000,
1807,Postura Da Cobra Alongamento Abdominal,Alongamento,,MATCH,GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO/Postura da Cobra - Alongamento Abdominal.gif,1.0000,
1808,Torção Oblíqua Sentada,Torção,,MATCH,GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO/Torção Oblíqua Sentada.gif,1.0000,
1809,Alongamento Do Peito E Parte Frontal Dos Ombros,Alongamento,,MATCH,GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO/Alongamento do Peito e Parte Frontal dos Ombros.gif,1.0000,
1810,Rolamento De Espuma Nos Quadríceps,Alongamento,,MATCH,GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO/Rolamento de espuma nos quadríceps.gif,1.0000,
1811,Rolo De Espuma Para Ombro E Peito Frontal,Alongamento,,MATCH,GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO/Rolo de espuma para ombro e peito frontal.gif,1.0000,
1812,Rolo De Espuma Para Fascite Plantar,Alongamento,,MATCH,GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO/Rolo de espuma para fascite plantar.gif,1.0000,
1813,Rolo De Espuma Ombro Posterior,Alongamento,,MATCH,GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO/Rolo de espuma ombro posterior.gif,1.0000,
1814,Alongamento Em Círculos Nos Punhos,Alongamento,,MATCH,GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO/Alongamento em Círculos nos Punhos.gif,1.0000,
1815,Rolo De Espuma Para Os Glúteos,Alongamento,,MATCH,GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO/Rolo de Espuma para os Glúteos.gif,1.0000,
1816,Alongamento Reverso De Pulso,Alongamento,,MATCH,GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO/Alongamento Reverso de Pulso.gif,1.0000,
1817,Alongamento Dos Ombros Por Trás Das Costas,Alongamento,,MATCH,GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO/Alongamento dos ombros por trás das costas.gif,1.0000,
1818,Alongamento Lateral Da Parte Interna Da Coxa,Alongamento,,MATCH,GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO/Alongamento Lateral da Parte Interna da Coxa.gif,1.0000,
1819,Alongamento Inclinado Lateral Em Pé,Alongamento,,MATCH,GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO/Alongamento Inclinado Lateral em Pé.gif,1.0000,
1820,Alongamento Piriforme,Alongamento,,MATCH,GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO/Alongamento Piriforme.gif,1.0000,
1821,Alongamento Dos Flexores Do Quadril Em Posição De Joelho,Alongamento,,MATCH,GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO/Alongamento dos flexores do quadril em posição de joelho.gif,1.0000,
1822,Alongamento Do Peitoral Até As Costas,Alongamento,,MATCH,GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO/Alongamento do Peitoral até as Costas.gif,1.0000,
1823,Alongamento Dos Flexores De Quadril Ajoelhado,Alongamento,,MATCH,GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO/Alongamento dos flexores de quadril ajoelhado.gif,1.0000,
1824,Alongamento Do Peitoral E Do Ombro Na Porta,Alongamento,,MATCH,GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO/Alongamento do peitoral e do ombro na porta.gif,1.0000,
1825,Alongamento Reverso Assistido (Peito E Ombro),Alongamento,,MATCH,GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO/Alongamento reverso assistido (peito e ombro).gif,1.0000,
1826,Alongamentos De Pés E Tornozelos,Alongamento,,MATCH,GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO/Alongamentos de pés e tornozelos.gif,1.0000,
1827,Alongamento Dos Adutores Sentado,Alongamento,,MATCH,GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO/Alongamento dos adutores sentado.gif,1.0000,
1828,Alongamento Dos Adutores Em Posição Sentada Com Pernas Abertas,Alongamento,,MATCH,GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO/Alongamento dos Adutores em Posição Sentada com Pernas Abertas.gif,1.0000,
1829,Deslize De Parede Do Serrátil Com Rolo De Espuma,Alongamento,,MATCH,GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO/Deslize de parede do serrátil com rolo de espuma.gif,1.0000,
1830,Alongamento Do Trato Iliotibial Com Rolo De Espuma,Alongamento,,MATCH,GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO/Alongamento do trato iliotibial com rolo de espuma.gif,1.0000,
1831,Alongamento Na Parede Do Canto,Alongamento,,MATCH,GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO/Alongamento na parede do canto.gif,1.0000,
1832,Alongamento Do Manguito Rotador,Alongamento,,MATCH,GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO/Alongamento do manguito rotador.gif,1.0000,
1833,Alongamento Do Desviador Ulnar E Extensor Do Punho,Alongamento,,MATCH,GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO/Alongamento do desviador ulnar e extensor do punho.gif,1.0000,
1834,Alongamento De Punho,Alongamento,,MATCH,GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO/Alongamento de Punho.gif,1.0000,
1835,Rolamento De Espuma Nos Romboides,Alongamento,,MATCH,GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO/Rolamento de espuma nos romboides.gif,1.0000,
1836,Alongamento Do Peito Com Rolo De Espuma,Alongamento,,MATCH,GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO/Alongamento do peito com rolo de espuma.gif,1.0000,
1837,Alongamento Dos Adutores Com Pernas Abertas Em Pé,Alongamento,,MATCH,GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO/Alongamento dos Adutores com Pernas Abertas em Pé.gif,1.0000,
1838,Alongamento Dos Isquiotibiais Sentado,Alongamento,,MATCH,GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO/Alongamento dos Isquiotibiais Sentado.gif,1.0000,
1839,Alongamento Em Pé Dos Quadríceps,Alongamento,,MATCH,GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO/Alongamento em Pé dos Quadríceps.gif,1.0000,
1840,Alongamento Do Tibial Posterior,Alongamento,,MATCH,GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO/Alongamento do tibial posterior.gif,1.0000,
1841,Alongamento Dos Adutores Da Coxa Com Rolo De Espuma,Alongamento,,MATCH,GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO/Alongamento dos adutores da coxa com rolo de espuma.gif,1.0000,
1842,Alongamento De Quadríceps Em Quatro Apoios,Alongamento,,MATCH,GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO/Alongamento de Quadríceps em Quatro Apoios.gif,1.0000,
1843,Rolamento De Espuma Nas Costas,Alongamento,,MATCH,GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO/Rolamento de espuma nas costas.gif,1.0000,
1844,Alongamento Do Tendão De Aquiles Em Pé,Alongamento,,MATCH,GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO/Alongamento do tendão de Aquiles em pé.gif,1.0000,
1845,Alongamento Do Peitoral Com Um Braço Em Pé,Alongamento,,MATCH,GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO/Alongamento do Peitoral com um Braço em Pé.gif,1.0000,
1846,Alongamento Dos Adutores Com A Perna Estendida Ajoelhado,Alongamento,,MATCH,GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO/Alongamento dos Adutores com a Perna Estendida ajoelhado.gif,1.0000,
1847,Alongamento Dos Extensores Dos Dedos Dos Pés,Alongamento,,MATCH,GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO/Alongamento dos Extensores dos Dedos dos Pés.gif,1.0000,
1848,Alongamento Dos Flexores Dos Dedos Dos Pés Em Pé,Alongamento,,MATCH,GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO/Alongamento dos flexores dos dedos dos pés em pé.gif,1.0000,
1849,Alongamento Do Peito Acima Da Cabeça,Alongamento,,MATCH,GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO/Alongamento do Peito Acima da Cabeça.gif,1.0000,
1850,Alongamento Dinâmico Do Peitoral,Alongamento,,MATCH,GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO/Alongamento Dinâmico do Peitoral.gif,1.0000,
1851,Alongamento Dos Isquiotibiais Em Pé,Alongamento,,AMBIGUO,,1.0000,"AMBÍGUO: melhor=Alongamento dos isquiotibiais em pé(1.000), segundo=Alongamento de Isquiotibiais em Pé(0.957), gap=0.043"
1852,Alongamento Do Piriforme Sentado,Alongamento,,MATCH,GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO/Alongamento do Piriforme Sentado.gif,1.0000,
1853,Alongamento Do Gastrocnêmio Com Joelho Flexionado,Alongamento,,MATCH,GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO/Alongamento do Gastrocnêmio com Joelho Flexionado.gif,1.0000,
1854,Alongamento Dos Isquiotibiais Em Pé Com A Perna Cruzada,Alongamento,,MATCH,GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO/Alongamento dos isquiotibiais em pé com a perna cruzada.gif,1.0000,
1855,Alongamento Do Ombro Com Toalha,Alongamento,,MATCH,GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO/Alongamento do ombro com toalha.gif,1.0000,
1856,Alongamento De Rotação Da Coluna Em Pé,Alongamento,,MATCH,GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO/Alongamento de rotação da coluna em pé.gif,1.0000,
1857,Alongamento De Pernas Duplo,Alongamento,,MATCH,GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO/Alongamento de Pernas Duplo.gif,1.0000,
1858,Alongamento De Quadril 90 90,Alongamento,,MATCH,GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO/Alongamento de quadril 90-90.gif,1.0000,
1859,Alongamento De Quadríceps Ajoelhado,Alongamento,,MATCH,GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO/Alongamento de Quadríceps ajoelhado.gif,1.0000,
1860,Alongamento De Isquiotibiais Deitado,Alongamento,,MATCH,GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO/Alongamento de Isquiotibiais deitado.gif,1.0000,
1861,Alongamento De Tríceps Em Pé,Alongamento,,MATCH,GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO/Alongamento de tríceps em pé.gif,1.0000,
1862,Alongamento De Ombro Com O Braço Cruzado,Alongamento,,MATCH,GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO/Alongamento de ombro com o braço cruzado.gif,1.0000,
1863,Alongamento De Adutores Com Pernas Afastadas Em Pé,Alongamento,,MATCH,GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO/Alongamento de Adutores com Pernas Afastadas em Pé.gif,1.0000,
1864,Alongamento Da Parte Superior Das Costas,Alongamento,,MATCH,GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO/Alongamento da parte superior das costas.gif,1.0000,
1865,Alongamento Das Costas Com Rolo De Espuma,Alongamento,,MATCH,GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO/Alongamento das Costas com Rolo de Espuma.gif,1.0000,
1866,Alongamento De Isquiotibiais Em Pé,Alongamento,,MATCH,GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO/Alongamento de Isquiotibiais em Pé.gif,1.0000,
1867,Alongamento De Glúteos Deitado,Alongamento,,MATCH,GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO/Alongamento de Glúteos Deitado.gif,1.0000,
1868,Alongamento De Ombro Reverso Em Pé,Alongamento,,MATCH,GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO/Alongamento de ombro reverso em pé.gif,1.0000,
1869,Alongamento Borboleta,Alongamento,,MATCH,GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO/Alongamento Borboleta.gif,1.0000,
1870,Alongamento Assistido Reverso (Peitoral E Ombro),Alongamento,,MATCH,GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO/Alongamento assistido reverso (peitoral e ombro).gif,1.0000,
1871,Alongamento Com Pvc Na Posição Frontal De Rack,Alongamento,,MATCH,GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO/Alongamento com PVC na Posição Frontal de Rack.gif,1.0000,
1872,Alongamento Da Esfinge,Alongamento,,MATCH,GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO/Alongamento da Esfinge.gif,1.0000,
1873,Adução De Pernas (Alongamento Do Adutor Maior),Alongamento,,MATCH,GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO/adução de pernas (alongamento do adutor maior).gif,1.0000,
1874,Alongamento Do Peitoral Reverso,Alongamento,,AMBIGUO,,1.0000,"AMBÍGUO: melhor=Alongamento do peitoral reverso(1.000), segundo=Alongamento do peitoral reverso(1.000), gap=0.000"
1875,Elevação Com Giro Do Cotovelo Oposto Para O Joelho,Torção,,MATCH,GIFS TREINAMENTO FUNCIONAL/Elevação com Giro do Cotovelo Oposto para o Joelho.gif,1.0000,
1876,Corda De Batalha,Corda de Batalha,,MATCH,GIFS TREINAMENTO FUNCIONAL/Corda de batalha.gif,1.0000,
1877,Rolamento Na Bola Suíça,Alongamento,,MATCH,GIFS TREINAMENTO FUNCIONAL/Rolamento na bola suíça.gif,1.0000,
1878,Corrida Para Trás,Corrida,,MATCH,GIFS TREINAMENTO FUNCIONAL/Corrida para Trás.gif,1.0000,
1879,Corrida Com Joelhos Altos,Corrida,,MATCH,GIFS TREINAMENTO FUNCIONAL/Corrida com Joelhos Altos.gif,1.0000,
1880,Wall Sit,Wall Sit,,AMBIGUO,,1.0000,"AMBÍGUO: melhor=Wall Sit(1.000), segundo=Wall Sit(1.000), gap=0.000"
1881,Wall Sit Com Inclinação De Tronco,Wall Sit,,MATCH,GIFS TREINAMENTO FUNCIONAL/Wall Sit com Inclinação de Tronco.gif,1.0000,
1882,Remada De Deltoide Posterior Sentado Com Haltere,Crucifixo Inverso,,MATCH,OMBROS/Remada de deltoide posterior sentado com haltere.gif,1.0000,
1883,Voador Para Deltoides Posterior Com Cabo,Crucifixo Inverso,,MATCH,OMBROS/Voador para deltoides posterior com cabo.gif,1.0000,
1884,Voador Invertido,Crucifixo Inverso,,MATCH,OMBROS/Voador invertido.gif,1.0000,
1885,Crucifixo Inverso Unilateral Com Cabo,Crucifixo Inverso,,MATCH,OMBROS/Crucifixo inverso unilateral com cabo.gif,1.0000,
1886,Elevação Lateral De Deltóide Posterior Com Halteres,Crucifixo Inverso,,MATCH,GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO/Elevação lateral de deltóide posterior com halteres.gif,1.0000,
1887,Bicicleta Ergométrica Reclinada,Bike,,MATCH,CARDIO ACADEMIA/Bicicleta Ergométrica Reclinada.gif,1.0000,
1888,Bike,Outros,,MATCH,CARDIO ACADEMIA/Bike.gif,1.0000,
1889,Corrida Na Bicicleta Ergométrica,Bike,,MATCH,CARDIO ACADEMIA/Corrida na Bicicleta Ergométrica.gif,1.0000,
1890,Hands Bike,Outros,,MATCH,CARDIO ACADEMIA/Hands Bike.gif,1.0000,
1891,Máquina De Remo,Remada,,MATCH,COSTAS/Máquina de remo.gif,1.0000,
1892,Abdominais Oblíquos No Chão,Abdominal Oblíquo,,MATCH,GIFS ABDOMINAIS/Abdominais Oblíquos no Chão.gif,1.0000,
1893,Abdominais,Abdominal,,MATCH,GIFS ABDOMINAIS/Abdominais.gif,1.0000,
1894,Abdominal Com Elevação De Pernas,Elevação de Pernas,,MATCH,GIFS ABDOMINAIS/Abdominal com Elevação de Pernas.gif,1.0000,
1895,Abdução De Quadril No Apoio Lateral,Abdução,,MATCH,GIFS ABDOMINAIS/Abdução de quadril no apoio lateral.gif,1.0000,
1896,Alpinista,Mountain Climber,,MATCH,GIFS ABDOMINAIS/Alpinista.gif,1.0000,
1897,Besouro Morto Com As Mãos No Ar,Dead Bug,,MATCH,GIFS ABDOMINAIS/Besouro Morto com as Mãos no Ar.gif,1.0000,
1898,Elevação De Pernas Na Máquina,Elevação de Pernas,,MATCH,GIFS ABDOMINAIS/Elevação de Pernas na máquina.gif,1.0000,
1899,Elevação De Pernas,Elevação de Pernas,,MATCH,GIFS ABDOMINAIS/Elevação de Pernas.gif,1.0000,
1900,Encolhimento De Abdominais De Joelhos Com Cabo,Abdominal,,MATCH,GIFS ABDOMINAIS/Encolhimento de Abdominais de Joelhos com Cabo.gif,1.0000,
1901,Inseto Morto,Dead Bug,,MATCH,GIFS ABDOMINAIS/Inseto Morto.gif,1.0000,
1902,Máquina De Abdominais Sentado,Abdominal,,MATCH,GIFS ABDOMINAIS/Máquina de Abdominais Sentado.gif,1.0000,
1903,Posição De Canoinha,Barco,,MATCH,GIFS ABDOMINAIS/Posição de Canoinha.gif,1.0000,
1904,Posição Do Barco,Barco,,MATCH,GIFS ABDOMINAIS/Posição do Barco.gif,1.0000,
1905,Pés À Barra,Pés à Barra,,MATCH,GIFS ABDOMINAIS/Pés à Barra.gif,1.0000,
1906,Toque De Calcanhar,Toque de Calcanhar,,MATCH,GIFS ABDOMINAIS/Toque de Calcanhar.gif,1.0000,
1907,Avanço Sem Peso Corporal,Afundo,,MATCH,GIFS CALISTENIA/Avanço sem Peso Corporal.gif,1.0000,
1908,Back Lever,Back Lever,,MATCH,GIFS CALISTENIA/Back Lever.gif,1.0000,
1909,Bandeira Humana,Bandeira Humana,,MATCH,GIFS CALISTENIA/Bandeira Humana.gif,1.0000,
1910,Mergulho Coreano,Mergulho Coreano,,MATCH,GIFS CALISTENIA/Mergulho Coreano.gif,1.0000,
1911,Suspensão Passiva,Suspensão Passiva,,MATCH,GIFS CALISTENIA/Suspensão Passiva.gif,1.0000,
1912,Adução De Quadril Deitado De Lado,Adução,,MATCH,GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO/Adução de quadril deitado de lado.gif,1.0000,
1913,Pêndulo De Ombro,Pêndulo de Ombro,,MATCH,GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO/Pêndulo de ombro.gif,1.0000,
1914,Rolagem De Espuma Para Isquiotibiais,Liberação Miofascial,,MATCH,GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO/Rolagem de espuma para isquiotibiais.gif,1.0000,
1915,Rotação Externa De Quadril Com Faixa Elástica,Rotação Externa,,MATCH,GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO/Rotação Externa De Quadril Com Faixa Elástica.gif,1.0000,
1916,Rotação Externa De Ombro Com Cabo,Rotação Externa,,MATCH,GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO/Rotação Externa de Ombro com Cabo.gif,1.0000,
1917,Rotação Externa De Quadril Sentado Com Faixa Elástica,Rotação Externa,,MATCH,GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO/Rotação Externa de Quadril Sentado com Faixa Elástica.gif,1.0000,
1918,Rotação Externa Do Pé Com Faixa Elástica,Rotação Externa,,MATCH,GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO/Rotação Externa do Pé com Faixa Elástica.gif,1.0000,
1919,Rotação Interna Do Quadril Sentado Com Faixa Elástica,Rotação Interna,,MATCH,GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO/Rotação Interna do Quadril Sentado com Faixa Elástica.gif,1.0000,
1920,Rotação Externa Com Cabo A 90 Graus,Rotação Externa,,MATCH,GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO/Rotação externa com cabo a 90 graus.gif,1.0000,
1921,Rotação Externa Com Cabo Em Posição De Joelhos,Rotação Externa,,MATCH,GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO/Rotação externa com cabo em posição de joelhos.gif,1.0000,
1922,Rotação Externa De Halteres Apoiada No Banco,Rotação Externa,,MATCH,GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO/Rotação externa de halteres apoiada no banco.gif,1.0000,
1923,Rotação Externa De Ombro Com Faixa Elástica,Rotação Externa,,MATCH,GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO/Rotação externa de ombro com faixa elástica.gif,1.0000,
1924,Rotação Externa Do Ombro Deitado Com Haltere,Rotação Externa,,MATCH,GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO/Rotação externa do ombro deitado com haltere.gif,1.0000,
1925,Rotação Externa Do Ombro,Rotação Externa,,MATCH,GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO/Rotação externa do ombro.gif,1.0000,
1926,Rotação Interna De Cabo A 90 Graus,Rotação Interna,,MATCH,GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO/Rotação interna de cabo a 90 graus.gif,1.0000,
1927,Rotação Interna De Ombro Com Cabo,Rotação Interna,,MATCH,GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO/Rotação interna de ombro com cabo.gif,1.0000,
1928,Rotação Interna Do Ombro Sentada Com Cabo,Rotação Interna,,MATCH,GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO/Rotação interna do ombro sentada com cabo.gif,1.0000,
1929,Rotação Interna Do Ombro,Rotação Interna,,MATCH,GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO/Rotação interna do ombro.gif,1.0000,
1930,Superman,Superman,,AMBIGUO,,1.0000,"AMBÍGUO: melhor=Superman(1.000), segundo=Superman(1.000), gap=0.000"
1931,Elevação De Pernas Deitado De Lado,Elevação de Pernas,,MATCH,GIFS TREINAMENTO FUNCIONAL/Elevação de Pernas deitado de Lado.gif,1.0000,
1932,Polichinelos,Polichinelo,,MATCH,GIFS TREINAMENTO FUNCIONAL/Polichinelos.gif,1.0000,
1933,Step Com Elástico,Step Up,,MATCH,GIFS TREINAMENTO FUNCIONAL/Step com elástico.gif,1.0000,
1934,Subida No Step Com Elevação De Joelhos,Step Up,,AMBIGUO,,1.0000,"AMBÍGUO: melhor=Subida no Step com Elevação de Joelhos(1.000), segundo=Subida no Step com Elevação de Joelhos(1.000), gap=0.000"
1935,Abdução Lateral Do Quadril Com Alavanca,Abdução,,MATCH,GLÚTEOS/Abdução Lateral do Quadril com Alavanca.gif,1.0000,
1936,Abdução De Quadril Com Ponte,Abdução,,MATCH,GLÚTEOS/Abdução de Quadril com Ponte.gif,1.0000,
1937,Abdução De Quadril Com Cabo,Abdução,,MATCH,GLÚTEOS/Abdução de quadril com cabo.gif,1.0000,
